Category,Customer Name,Product Name,Sub-Category,Profit,Sales
Office Supplies,Bart Watters,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Paper,29.5254,62.82
Office Supplies,Muhammed Yedwab,Recycled Steel Personal File for Standard File Folders,Storage,129.3786,497.61
Office Supplies,Aaron Smayling,Xerox 1956,Paper,32.2322,65.78
Office Supplies,Suzanne McNair,"SAFCO Mobile Desk Side File, Wire Frame",Storage,122.2936,470.36
Office Supplies,Marina Lichtenstein,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,124.6752,259.74
Office Supplies,Claudia Bergmann,Iceberg Mobile Mega Data/Printer Cart,Storage,406.7154,1564.29
Office Supplies,Stefania Perrino,"Quartet Omega Colored Chalk, 12/Pack",Art,1.5768,4.672
Office Supplies,Tiffany House,"OIC #2 Pencils, Medium Soft",Art,0.1692,1.504
Office Supplies,Ben Peterman,Newell 312,Art,0.584,4.672
Office Supplies,Kalyca Meade,Crayola Colored Pencils,Art,0.4264,2.624
Office Supplies,Sally Hughsby,Canvas Sectional Post Binders,Binders,7.3834,20.368
Office Supplies,Alan Haines,Acco Translucent Poly Ring Binders,Binders,1.3104,3.744
Office Supplies,Dean Katz,Wilson Jones Leather-Like Binders with DublLock Round Rings,Binders,2.3571,6.984
Office Supplies,Theresa Swint,Assorted Color Push Pins,Fasteners,0.2353,1.448
Office Supplies,Nicole Hansen,Xerox 1971,Paper,1.07,3.424
Office Supplies,Sean Braxton,"Carina 42""Hx23 3/4""W Media Storage Unit",Storage,-14.5764,64.784
Office Supplies,Matt Connell,Sterilite Officeware Hinged File Box,Storage,0.7336,8.384
Office Supplies,Tiffany House,Holmes HEPA Air Purifier,Appliances,6.534,34.848
Office Supplies,Kelly Lampkin,"Dixon Ticonderoga Maple Cedar Pencil, #2",Art,0.307,4.912
Office Supplies,Cindy Schnelling,"BIC Brite Liner Highlighters, Chisel Tip",Art,1.5552,10.368
Office Supplies,Matt Connell,Newell 341,Art,0.7704,6.848
Office Supplies,Tamara Chand,Recycled Premium Regency Composition Covers,Binders,8.8624,24.448
Office Supplies,Brooke Gillingham,Wilson Jones data.warehouse D-Ring Binders with DublLock,Binders,4.6088,13.168
Office Supplies,Dan Reichenbach,GBC Standard Plastic Binding Systems Combs,Binders,5.133,14.16
Office Supplies,Scott Cohen,GBC ProClick Punch Binding System,Binders,37.1084,102.368
Office Supplies,Andy Gerbode,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Binders,2.0574,6.096
Office Supplies,Karen Bern,"White Envelopes, White Envelopes with Clear Poly Window",Envelopes,7.93,24.4
Office Supplies,Bill Overfelt,Advantus Plastic Paper Clips,Fasteners,2.8,8
Office Supplies,Sylvia Foulston,Strathmore Photo Mount Cards,Paper,3.5256,10.848
Office Supplies,Sung Pak,Xerox 227,Paper,3.6288,10.368
Office Supplies,Noah Childs,Xerox 1893,Paper,23.7742,65.584
Office Supplies,Michelle Ellison,Fellowes Bankers Box Stor/Drawer Steel Plus,Storage,-6.396,51.168
Office Supplies,George Bell,"Carina Mini System Audio Rack, Model AR050B",Storage,-37.7332,177.568
Office Supplies,David Smith,Tennsco Commercial Shelving,Storage,-7.7292,32.544
Office Supplies,Fred Chung,Fellowes Neat Ideas Storage Cubes,Storage,-10.3936,51.968
Office Supplies,Filia McAdams,"Belkin 19"" Vented Equipment Shelf, Black",Storage,-19.5624,82.368
Office Supplies,Jack O'Briant,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Storage,-16.9568,84.784
Office Supplies,Ann Chong,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Storage,-29.4368,147.184
Office Supplies,Mary Zewe,Staple magnet,Storage,1.5008,15.008
Office Supplies,Corey Catlett,Holmes HEPA Air Purifier,Appliances,9.801,52.272
Office Supplies,Theresa Swint,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Appliances,4.5216,45.216
Office Supplies,Thea Hudgings,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Appliances,1.2585,20.136
Office Supplies,Bill Stewart,Panasonic KP-380BK Classic Electric Pencil Sharpener,Art,5.397,86.352
Office Supplies,Theresa Swint,Crayola Colored Pencils,Art,1.2792,7.872
Office Supplies,Michael Stewart,DIXON Ticonderoga Erasable Checking Pencils,Art,3.1806,13.392
Office Supplies,Suzanne McNair,Nontoxic Chalk,Art,1.4784,4.224
Office Supplies,Andy Yotov,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Art,1.1022,8.016
Office Supplies,Vivek Grady,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Art,1.6416,5.472
Office Supplies,Sibella Parks,Recycled Pressboard Report Cover with Reinforced Top Hinge,Binders,2.8101,7.752
Office Supplies,David Kendrick,GBC Premium Transparent Covers with Diagonal Lined Pattern,Binders,17.6232,50.352
Office Supplies,Edward Hooks,Vinyl Sectional Post Binders,Binders,33.93,90.48
Office Supplies,Edward Becker,Deluxe Heavy-Duty Vinyl Round Ring Binder,Binders,17.19,55.008
Office Supplies,Edward Becker,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Binders,11.4504,35.232
Office Supplies,Edward Hooks,GBC Personal VeloBind Strips,Binders,10.0632,28.752
Office Supplies,Sally Hughsby,Wilson Jones Century Plastic Molded Ring Binders,Binders,16.8237,49.848
Office Supplies,Anthony Johnson,Round Ring Binders,Binders,1.6848,4.992
Office Supplies,Frank Hawley,Fellowes PB300 Plastic Comb Binding Machine,Binders,314.2719,931.176
Office Supplies,Katharine Harms,3M Organizer Strips,Binders,4.536,12.96
Office Supplies,Jim Sink,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Binders,3.7596,11.568
Office Supplies,Thomas Boland,Avery Hanging File Binders,Binders,4.6644,14.352
Office Supplies,David Bremer,Staple envelope,Envelopes,6.7068,19.872
Office Supplies,Alyssa Crouse,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Envelopes,21.591,57.576
Office Supplies,Phillip Breyer,Quality Park Security Envelopes,Envelopes,21.1977,62.808
Office Supplies,Thea Hudgings,Colored Envelopes,Envelopes,2.8782,8.856
Office Supplies,Jill Stevenson,Avery 495,Labels,4.914,15.12
Office Supplies,George Bell,Avery File Folder Labels,Labels,2.5056,6.912
Office Supplies,Keith Dawkins,Avery 486,Labels,5.9211,17.544
Office Supplies,Alice McCarthy,HP Office Recycled Paper (20Lb. and 87 Bright),Paper,5.0286,13.872
Office Supplies,Erin Ashbrook,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Paper,5.6784,17.472
Office Supplies,Erin Ashbrook,Xerox 1893,Paper,35.6613,98.376
Office Supplies,Erin Ashbrook,Xerox 1991,Paper,17.8152,54.816
Office Supplies,Sung Pak,Xerox 199,Paper,3.21,10.272
Office Supplies,Henry Goldwyn,"Carina 42""Hx23 3/4""W Media Storage Unit",Storage,-43.7292,194.352
Office Supplies,George Bell,X-Rack File for Hanging Folders,Storage,2.0322,27.096
Office Supplies,Todd Boyes,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Binders,4.1148,12.192
Office Supplies,Alan Haines,DXL Angle-View Binders with Locking Rings by Samsill,Binders,7.71,24.672
Office Supplies,Sibella Parks,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders,15.606,46.24
Office Supplies,Carol Adams,Security-Tint Envelopes,Envelopes,8.8624,24.448
Office Supplies,Marina Lichtenstein,#6 3/4 Gummed Flap White Envelopes,Envelopes,11.088,31.68
Office Supplies,Brad Norvell,Staples,Fasteners,4.0872,12.576
Office Supplies,Harry Marie,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Paper,7.4,23.68
Office Supplies,Edward Hooks,"Adams ""While You Were Out"" Message Pads",Paper,3.14,10.048
Office Supplies,Suzanne McNair,Southworth Parchment Paper & Envelopes,Paper,6.8016,20.928
Office Supplies,Rick Reed,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Appliances,27.4365,243.88
Office Supplies,Dave Poirier,Translucent Push Pins by OIC,Fasteners,1.683,7.92
Office Supplies,Erin Smith,Xerox 1988,Paper,38.725,123.92
Office Supplies,Michael Stewart,Xerox 1956,Paper,8.671,23.92
Office Supplies,Sean Braxton,Holmes 99% HEPA Air Purifier,Appliances,16.8948,103.968
Office Supplies,Craig Molinari,"Acco Six-Outlet Power Strip, 4' Cord Length",Appliances,3.1032,41.376
Office Supplies,Grant Thornton,"Wilson Jones 1"" Hanging DublLock Ring Binders",Binders,8.8704,25.344
Office Supplies,Bill Stewart,GBC Therma-A-Bind 250T Electric Binding System,Binders,206.6232,590.352
Office Supplies,Edward Hooks,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Envelopes,19.692,52.512
Office Supplies,Matt Hagelstein,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Paper,11.223,30.96
Office Supplies,Dean Katz,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,9.906,30.48
Office Supplies,Edward Hooks,"Eldon Base for stackable storage shelf, platinum",Storage,-35.046,186.912
Office Supplies,Suzanne McNair,Tennsco Single-Tier Lockers,Storage,-337.806,1801.632
Office Supplies,Theresa Swint,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Storage,-50.8704,254.352
Office Supplies,Corey Catlett,Fellowes Superior 10 Outlet Split Surge Protector,Appliances,23.9778,213.136
Office Supplies,Jane Waco,BIC Liqua Brite Liner,Art,7.7728,38.864
Office Supplies,Harry Marie,Boston 16801 Nautilus Battery Pencil Sharpener,Art,9.2442,123.256
Office Supplies,Aaron Hawkins,Avery Fluorescent Highlighter Four-Color Set,Art,2.338,18.704
Office Supplies,Dave Poirier,Ibico EB-19 Dual Function Manual Binding System,Binders,314.8418,968.744
Office Supplies,Theresa Swint,"Super Bands, 12/Pack",Fasteners,-2.2134,10.416
Office Supplies,George Bell,Revere Boxed Rubber Bands by Revere,Fasteners,-2.3814,10.584
Office Supplies,Dean Katz,Staples,Fasteners,5.4236,16.688
Office Supplies,Shaun Chance,Xerox 1919,Paper,83.2097,229.544
Office Supplies,Ann Chong,"ACCOHIDE 3-Ring Binder, Blue, 1""",Binders,8.9208,26.432
Office Supplies,Ken Dana,Deluxe Heavy-Duty Vinyl Round Ring Binder,Binders,45.84,146.688
Office Supplies,David Smith,Translucent Push Pins by OIC,Fasteners,2.6928,12.672
Office Supplies,Jill Stevenson,Eldon Shelf Savers Cubes and Bins,Storage,-10.0512,44.672
Office Supplies,Erin Smith,Rogers Handheld Barrel Pencil Sharpener,Art,1.7262,19.728
Office Supplies,Grant Thornton,Wilson Jones Century Plastic Molded Ring Binders,Binders,50.4711,149.544
Office Supplies,Suzanne McNair,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Labels,18.018,55.44
Office Supplies,Dave Poirier,Trimflex Flexible Post Binders,Binders,77.8232,222.352
Office Supplies,Lisa Ryan,GBC Wire Binding Strips,Binders,-6.9828,9.522
Office Supplies,Sylvia Foulston,GBC Standard Plastic Binding Systems Combs,Binders,-1.8585,2.655
Office Supplies,Stefania Perrino,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders,-3.6024,4.503
Office Supplies,Katherine Nockton,Acco D-Ring Binder w/DublLock,Binders,-8.9796,12.828
Office Supplies,George Bell,Fellowes Black Plastic Comb Bindings,Binders,-2.7888,3.486
Office Supplies,Stefania Perrino,Wilson Jones Standard D-Ring Binders,Binders,-2.3276,3.036
Office Supplies,Sung Pak,"Avery Durable Plastic 1"" Binders",Binders,-1.9068,2.724
Office Supplies,David Smith,GBC Plasticlear Binding Covers,Binders,-5.0512,6.888
Office Supplies,Muhammed Yedwab,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",Binders,-1.5414,2.202
Office Supplies,Henry Goldwyn,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders,-18.0312,24.588
Office Supplies,Brendan Sweed,Insertable Tab Indexes For Data Binders,Binders,-2.2896,2.862
Office Supplies,Brian Moss,Recycled Pressboard Report Cover with Reinforced Top Hinge,Binders,-2.0349,2.907
Office Supplies,Katherine Nockton,Avery Round Ring Poly Binders,Binders,-1.7892,2.556
Office Supplies,Lisa Ryan,Angle-D Ring Binders,Binders,-3.9384,4.923
Office Supplies,Sung Pak,Avery Durable Slant Ring Binders With Label Holder,Binders,-2.7588,3.762
Office Supplies,Muhammed Yedwab,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Binders,-7.5168,9.396
Office Supplies,Quincy Jones,GBC VeloBind Cover Sets,Binders,-9.264,13.896
Office Supplies,Brendan Sweed,Wilson Jones Custom Binder Spines & Labels,Binders,-4.5696,6.528
Office Supplies,Erin Ashbrook,Large Capacity Hanging Post Binders,Binders,-23.952,29.94
Office Supplies,Bill Overfelt,Wilson Jones Legal Size Ring Binders,Binders,-17.592,26.388
Office Supplies,Shaun Chance,Avery Heavy-Duty EZD View Binder with Locking Rings,Binders,-6.1248,7.656
Office Supplies,Ann Chong,Avery Hidden Tab Dividers for Binding Systems,Binders,-2.8608,3.576
Office Supplies,Noah Childs,Tuf-Vin Binders,Binders,-29.0536,37.896
Office Supplies,Theresa Swint,GBC Wire Binding Strips,Binders,-27.9312,38.088
Office Supplies,Theresa Swint,"GBC Velobind Prepunched Cover Sets, Regency Series",Binders,-46.225,55.47
Office Supplies,Bill Overfelt,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Binders,-44.94,64.2
Office Supplies,Craig Molinari,"Avery Durable Slant Ring Binders, No Labels",Binders,-4.577,5.97
Office Supplies,Ben Peterman,Avery Arch Ring Binders,Binders,-80.178,104.58
Office Supplies,Shaun Chance,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Binders,-65.1504,81.438
Office Supplies,Brendan Sweed,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Binders,-16.6848,20.856
Office Supplies,Victoria Pisteka,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Binders,-116.844,166.92
Office Supplies,Frank Hawley,SANFORD Liquid Accent Tank-Style Highlighters,Art,0.8804,2.84
Office Supplies,Randy Ferguson,GBC DocuBind P100 Manual Binding Machine,Binders,74.691,165.98
Office Supplies,Nick Crebassa,GBC DocuBind TL300 Electric Binding System,Binders,421.5853,896.99
Office Supplies,Dorothy Badders,Self-Adhesive Address Labels for Typewriters by Universal,Labels,3.4357,7.31
Office Supplies,Barbara Fisher,Xerox 202,Paper,3.1104,6.48
Office Supplies,Keith Dawkins,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Art,15.764,56.3
Office Supplies,David Smith,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Binders,15.9446,32.54
Office Supplies,Mark Haberlin,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Binders,14.9156,30.44
Office Supplies,Ruben Ausman,Staple envelope,Envelopes,5.3392,11.36
Office Supplies,Theresa Swint,Xerox 2,Paper,6.2208,12.96
Office Supplies,Ken Black,Xerox 1966,Paper,6.3504,12.96
Office Supplies,Mark Haberlin,Xerox 1957,Paper,6.3504,12.96
Office Supplies,Nick Crebassa,Riverleaf Stik-Withit Designer Note Cubes,Paper,9.2552,20.12
Office Supplies,Damala Kotsonis,Xerox 1957,Paper,6.3504,12.96
Office Supplies,Jack O'Briant,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Storage,19.4656,69.52
Office Supplies,Saphhira Shifley,"Fiskars 8"" Scissors, 2/Pack",Supplies,9.9992,34.48
Office Supplies,Beth Fritzler,Belkin 7-Outlet SurgeMaster Home Series,Appliances,10.8966,41.91
Office Supplies,Ruben Ausman,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Appliances,290.3016,675.12
Office Supplies,Mark Haberlin,Belkin 6 Outlet Metallic Surge Strip,Appliances,8.4942,32.67
Office Supplies,Quincy Jones,Holmes Odor Grabber,Appliances,14.2758,43.26
Office Supplies,Adam Hart,Newell 347,Art,3.7236,12.84
Office Supplies,Saphhira Shifley,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Art,34.182,113.94
Office Supplies,Henry Goldwyn,"Quartet Omega Colored Chalk, 12/Pack",Art,8.2344,17.52
Office Supplies,Dave Hallsten,Newell 322,Art,1.4742,5.46
Office Supplies,Jack O'Briant,"OIC #2 Pencils, Medium Soft",Art,1.6356,5.64
Office Supplies,Dave Hallsten,Avery Heavy-Duty EZD View Binder with Locking Rings,Binders,8.8044,19.14
Office Supplies,Yana Sorensen,Ibico Covers for Plastic or Wire Binding Elements,Binders,15.525,34.5
Office Supplies,Denise Monton,GBC DocuBind TL300 Electric Binding System,Binders,1264.7559,2690.97
Office Supplies,Mark Haberlin,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Binders,5.3721,11.43
Office Supplies,Kristen Hastings,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders,59.0112,122.94
Office Supplies,Ruben Ausman,Fashion Color Clasp Envelopes,Envelopes,7.9527,16.23
Office Supplies,Anthony Johnson,Staples,Fasteners,5.2164,11.34
Office Supplies,Elizabeth Moffitt,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Paper,7.1628,15.24
Office Supplies,Ken Black,Xerox 209,Paper,9.3312,19.44
Office Supplies,Roland Schwarz,Xerox 1945,Paper,60.2553,122.97
Office Supplies,Ellis Ballard,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Paper,6.129,13.62
Office Supplies,Kristen Hastings,Xerox 1919,Paper,60.2553,122.97
Office Supplies,Bill Shonely,Space Solutions HD Industrial Steel Shelving.,Storage,10.3473,344.91
Office Supplies,Dave Hallsten,Space Solutions Commercial Steel Shelving,Storage,9.6975,193.95
Office Supplies,Fred Wasserman,Newell 316,Art,5.4768,19.56
Office Supplies,Kristen Hastings,American Pencil,Art,2.7028,9.32
Office Supplies,Vivek Grady,Rogers Handheld Barrel Pencil Sharpener,Art,2.9592,10.96
Office Supplies,Neil Ducich,Wilson Jones Four-Pocket Poly Binders,Binders,12.8184,26.16
Office Supplies,Don Jones,Avery Non-Stick Binders,Binders,8.2616,17.96
Office Supplies,Keith Dawkins,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders,30.7008,63.96
Office Supplies,Tamara Chand,Xerox 1983,Paper,11.7208,23.92
Office Supplies,Saphhira Shifley,Xerox 1997,Paper,12.4416,25.92
Office Supplies,Mark Haberlin,EcoTones Memo Sheets,Paper,7.68,16
Office Supplies,Keith Dawkins,"Decoflex Hanging Personal Folder File, Blue",Storage,16.6536,61.68
Office Supplies,Ruben Ausman,GBC ProClick Punch Binding System,Binders,156.751,319.9
Office Supplies,Damala Kotsonis,Cameo Buff Policy Envelopes,Envelopes,146.2405,311.15
Office Supplies,Kristen Hastings,Avery 492,Labels,6.624,14.4
Office Supplies,Dave Hallsten,Xerox 204,Paper,15.552,32.4
Office Supplies,Don Jones,Xerox 1929,Paper,52.532,114.2
Office Supplies,Saphhira Shifley,Xerox 1917,Paper,114.9385,244.55
Office Supplies,Ken Black,Safco Commercial Shelving,Storage,9.302,232.55
Office Supplies,Sean Braxton,X-Rack File for Hanging Folders,Storage,14.677,56.45
Office Supplies,Frank Hawley,"Eldon Base for stackable storage shelf, platinum",Storage,9.735,194.7
Office Supplies,Anthony Johnson,"Rogers Jumbo File, Granite",Storage,0.679,67.9
Office Supplies,Dave Hallsten,Newell 31,Art,6.9384,24.78
Office Supplies,Quincy Jones,#10 Self-Seal White Envelopes,Envelopes,32.6046,66.54
Office Supplies,Anna Häberlin,Avery 473,Labels,29.808,62.1
Office Supplies,Dave Hallsten,Multicolor Computer Printout Paper,Paper,301.968,629.1
Office Supplies,Dorothy Badders,"SAFCO Commercial Wire Shelving, Black",Storage,0,828.84
Office Supplies,Maureen Fritzler,"Boston Model 1800 Electric Pencil Sharpener, Gray",Art,59.115,197.05
Office Supplies,Roy Phan,Ibico Standard Transparent Covers,Binders,56.5264,115.36
Office Supplies,Quincy Jones,GBC Twin Loop Wire Binding Elements,Binders,116.48,232.96
Office Supplies,Don Jones,Colored Push Pins,Fasteners,4.5612,12.67
Office Supplies,Saphhira Shifley,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Paper,24.4608,50.96
Office Supplies,Sean Braxton,Fellowes Officeware Wire Shelving,Storage,12.5762,628.81
Office Supplies,Andy Gerbode,"SlimView Poly Binder, 3/8""",Binders,21.4452,46.62
Office Supplies,Yana Sorensen,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Envelopes,49.23,98.46
Office Supplies,Edward Becker,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Envelopes,12.744,26.55
Office Supplies,Henry Goldwyn,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Art,10.0128,35.76
Office Supplies,Pauline Webber,APC 7 Outlet Network SurgeArrest Surge Protector,Appliances,8.048,64.384
